Review,product_category,score,score_category
리뷰 더보기 접기 평점 4  . 신고 주거형태10평대신혼 부부 강아지키워서 샀는데 그냥 안심이된달까 확실히 공청기는 마음편하자고 사는거같긴합니다 공기가 쾌적해진다거나 그런건 둔해서 모르겠지만요 이미지 펼쳐보기 0,공기청정기,4.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 주거형태20평대싱글 정말 만족하며 잘 사용하고 있습니다. 공기질이 눈에 띄게 좋아졌고, 미세먼지나 냄새 제거 효과도 탁월합니다. 앱과 연동해 스마트폰으로 제어할 수 있어 편리하고, 실시간으로 공기질 상태를 확인할 수 있어 신뢰감이 높습니다. 소음도 거의 없어서 수면 중에도 사용하기 좋습니다. 디자인이 깔끔하고 심플해서 집안 어디에 두어도 잘 어울립니다. 가격 대비 성능이 훌륭해 가성비 면에서도 만족스럽습니다. 특히, 알레르기 증상이 줄어든 것이 가장 큰 장점입니다. 공간에 맞는 모델을 선택한다면 누구에게나 추천하고 싶은 제품입니다. 앞으로도 계속 잘 사용할 계획입니다! 이미지 펼쳐보기 0",공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 디자인이 군더더기없이 깔끔해요. 안방에 배치했는데 소음이 거의 없어서 잘때 거슬리지도 않아요. 성능을 검증할 길은 없긴 하지만 안방은 항상 쾌적해서 대만족이에요. 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 1159  . 신고 소음도 적고 디자인도 깔끔해요. 샤오미 처음 쓰는데 한번 믿고 써보렵니다. 전기세 많이 안나오면 좋겠네요 배송이 빨라서 좋아요! 이미지 펼쳐보기 0,공기청정기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 한달사용친언니가 사용해보고 좋다고해서 구매했어요. 휴대폰 연동도 되고, 매우 만족합니다. 이미지 펼쳐보기 0",공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 한달사용성능 좋네요 가성비도 좋습니다. 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 2  . 신고 공기 질 개선 확실해요. 소음 적고 사용 편리해요. 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 4 20  . 신고 소음은 생각보다 큽니다... 디스플레이로 직관적으로 볼수있는 점 좋네요 이미지 펼쳐보기 0,공기청정기,4.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태20평대영유아 가정 곧 출산을 앞둔 친언니에게 선물로 줬는데 완전 로켓배송이네요 주문하고 다음날 바로 도착했어요. 성능도 좋데서 뿌듯하네요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 1  . 신고 주거형태20평대 사용전이긴한데 배송 빠르고 좋아요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 한달사용가성비 끝의 샤오미 공기청정기 명성에 길맞게 만족합니다. 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 포인트 적립중! 미에어 4 프로 15000원 적립 한달사용미에어2 쓰다 바꿨는데 상당히 더 커졌습니다. 청소가 편해져서 유지관리도 수월하고 전체적으로 만듦새도 좋아졌네요. 조용하고 성능 좋습니다. 사진 비디오 수 3 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 4  . 신고 회사 이사하면서 구매했는데 평수가 좀 넓어선지 잘모르겠지만 작동은 잘되요! 이미지 펼쳐보기 0,공기청정기,4.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태30평대취학자녀 가정 한달사용미에어프로부터 사용한지라 가성비는 그어떤제품도 따라올수는 없습니다 가습기 헤더는 별개지만 샤오미 공기청기기만 사용 할수 있어 200프로 만족 입니다 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 배송도 빠르고 너무 좋습니다 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 디자인이 깔끔하고 디스플레이에 정보가 표시되어좋네요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 4  . 신고 주거형태30평대싱글 개업선물로 샀는데 만족하네요!! 사진 비디오 수 2 이미지 펼쳐보기 0,공기청정기,4.0,좋음
리뷰 더보기 접기 평점 5  . 신고 샤오미 공기청정기는 가서비가 좋은 제품이라구맸는데 관리도 용이하고 만족합니다 동영상컨텐츠 이미지 펼쳐보기 0,공기청정기,5.0,좋음
"리뷰 더보기 접기 평점 4  . 신고 주거형태20평대싱글 한달사용 15 호환필터를 구입하기가너무어려웨요 그리고많은 판매필터중 어떤게 호환되는지 위에적은영어단어가 맟는지 알기가힘들어요 알기쉽게 안내해주시면 감사하겠 읍니다, 이미지 펼쳐보기 0",공기청정기,4.0,좋음
리뷰 더보기 접기 평점 5 555  . 신고 받아서 설치하고 작동하니 엄청 시원하게 작동잘되네요. 처음으로 작동하니 빨간불이 들어소네요. 이미지 펼쳐보기 1,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 0  . 신고 주거형태20평대싱글 한달사용잘 사용하고 있어요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 014  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 평소 전자 담배를 피는데 사실 바깥에서는 아내 몰래 연초를 피거든요 아내가 연초 피는걸 너무 싫어해서 그나마 전담으로 합의를 한건데 바깥에서 일하고 술마시면 왜이리 연초가 땡기는지.. 며칠 전 걸려서 엄청 욕먹고 생각을 하다가 저번에 누가 호갈이란걸 알려줬던적이 있어서 얼른 확인 해 보고 구매했는데 너무 좋네요 방에서도 전담을 펴도 다 냄새를 흡입해서 필터도 해주고 차량안에서 연초를 펴도 걸릴일도 없고 집에 들어가기 전 펴도 절대 모를 것 같아요 진짜 개인 흡연 부스라는 말이 괜한 말이 아니었어요 듀얼 해파필터라 정화도 잘되고 흡입도 잘되네요. 대신 저속 모드와 고속 모드가 있는데 날숨시에 고속 모드를 해야 흡입이 아주 잘됩니다 애연가들이 이제 몰래 안피고 맘 높고 필 수 있는 기기가 생겨서 좋네요 저는 주로 전자 담배를 피니 필터를 많이 교체하지는 않아도 되는데 그렇다고 필터값이 비싼것도 아니고 저렴해서 부담 없이 교체할 수 잇어 좋아요. 필터를 주기적으로 교체해줘야 또 제 기능을 발휘하니 자주 교체해주는게 좋을 것 같네요 더보기 사진 비디오 수 9 이미지 펼쳐보기 1,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태10평대싱글 집에서 보통그냥 전담만피는데 화장실에서는 솔직히 못참겠어서 가끔피는데 이거 보자마자샀어요 근대 진짜 신기하게 연기다빨려요 냄새가 100프로 안나는건 오바고 반이상으로는 줄어드는건 장점입니다 화장실에 항상비치해두고 사용합니다 만족도는 굿굿 동영상컨텐츠 이미지 펼쳐보기 1,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태신혼 부부 쓰기전에는 사용법을 충분히 익히는게 좋을듯해요 !! 작동하면 공기도 잘 빨아들여서 넘 좋더러고요 이거쓴 뒤로 덜 혼나고 있어요.. 흡입구의 바람도 쎄고 손에 익히면 사용도 짱편함 ! 사진 비디오 수 4 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 얇은담배 에쎄 등 클린세트 주거형태30평대신혼 부부 재구매1년사용후 재구매 합니다 계속사용하다보니 익숙해져서 사용도 편하고 필터교체가 가격부탐이지만 냄새없는 집안이 냄새80 감소가 좋아요 사진 비디오 수 2 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 3  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 아직 미숙한거같지만.. 생각보다크고 재털이가 작아서..손이 많이갈듯.. 필터까지 샀는데 후회됨.. 일단은 더 써볼건데... 재구매는 안할듯 이미지 펼쳐보기 0,공기청정기,3.0,좋음
리뷰 더보기 접기 평점 3  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 그냥저냥 없는거보단 낫네요 동영상컨텐츠 이미지 펼쳐보기 0,공기청정기,3.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태취학자녀 가정 적응되면좋을것같아요 저는 소음이 엄청막 크게느껴지진 않네요 그치만 연속이 된다면 참좋을것같습니다 번창하시고 리뉴얼 제품나오면 재구매 하겠습니다 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 2  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 빠르고 좋아요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5 0  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 화장실에서 냄새가 덜나요. 필터애 걸러진 담배가 장난아니네요. 실내에서 피울 때는 꼭 호갈 사용해야겠습니다. 좋은 상품 감사합니다. 사진 비디오 수 2 이미지 펼쳐보기 1,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 집에 냄새 붙는게 싫어서 구입해봤어요. 제품 설명 그대로 흡입하여 냄새를 제거해줍니다. 사용이 익숙해지려면 좀 걸릴 것 같지만 주성능이 좋아서 만족합니다!!! 사진 비디오 수 2 이미지 펼쳐보기 1,공기청정기,5.0,좋음
평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 얇은담배 에쎄 등 클린세트 소리가 생각보다 좀 크긴 하지만 연기를 잘 빨아 드립니다 아주 만족 합니다 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 광고처럼 연기 흡입이 똑같이 되네요. 굳굳!!! 동영상컨텐츠 이미지 펼쳐보기 1,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 1  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태30평대영유아 가정 아. .받자마자 사용설명서 보는데 한시간 이상 헤맷어요. . 빨아들이는 소리도 아니고. .연초는 어떻게 끼는지. .겁내 헤맷어요. 유튜브 보세요.허나 전자담배형이 많이 나오구요. 이거 불 붙이면 플라스틱 안탈까도 걱정이구. .또 방향제 뚜껑은 왜 안껴지는거니까. . 충전기로 두시간 충전하니 켜지긴 하는데요..3초 빨아들이고. .답답하네요. 이거 사용한거 환불 돼면 환불 하고 싶어요. 담배가 잘 빨아들이는지도 모르겠어요. 돈지랄한거같아요. . 전 절대 추천 안합니다. 신랑 이거 산거 알면 화낼꺼 같아요. 더보기 이미지 펼쳐보기 1,공기청정기,1.0,나쁨
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태10평대싱글 한달사용만족하며 사용중입니다 이미지 펼쳐보기 0,공기청정기,5.0,좋음
평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태30평대취학자녀 가정 흡입은 잘 되고 냄새도 별로 나지 않아서 좋네요. 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 확실히 쓰고 안쓰고 차이가 큽니다. 흡입력이 좋고 쓸만하네요. 잘쓰겠습니다 이미지 펼쳐보기 0,공기청정기,5.0,좋음
평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 한달사용딱 찾던건데 너무 너무 만족하며 잘 쓰고 있네요! 굿 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 주거형태30평대영유아 가정 한달사용남편 선물로 줬는데 냄새 안난다며 좋아하네요.. 이미지 펼쳐보기 0,공기청정기,5.0,좋음
평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 얇은담배 에쎄 등 클린세트 한달사용성능 괜찮고 좋습니다 0,공기청정기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 필수 담배사이즈 일반 얇은 클린세트 일반담배 던힐 말보로 레종 등 클린세트 여자인데 택배 올때 담배 글자 안들어가서 좋았어요. 가끔 집에서 해결할때 정말 유용해요 이미지 펼쳐보기 0,공기청정기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 1 1 행사제품 쉴드 화이트 유선상품 쉴드 화이트 유선상품 색상 1 1 화이트 화이트 유선전용 주거형태20평대취학자녀 가정 스토어 저희집 거실에 필터 공기청정기가 있습니다 미세먼지가 심할때 사놓은건데 비염증상으로 산 것도 있어요 하지만 매번 사용할 때마다 좋다는 것을 크게 느끼진 못하겠더라구요 먼지를 빨아들이고 필터된 공기를 자시 내보내서 그런지 재채기가 더 잘나는 느낌도 들구요 케이프로젝트 제품을 알기전까지는 필터형식이 좋겠지라는 생각으로 살고 있었습니다 무필터라서 바이러스를 빨아들이지 않고 바로 살균하는 방식이라고 해서 의구심도 들었습니다 우리가 느끼는 공기청정기를 빨아들여서 내보내니 저 기계가 일을 잘하고 있구나라고 생각이 드는데 이건 바로 살균한다고 하니 이게 맞나 싶었어요 그래서 이 제품을 한달이나 고민했습니다 아이 비염이 점점 더 심해지는게 보여서 몇달을 알아보다가 무필터 공기청정기가 있다는 것을 알게되었어요 첨에는 무필터가 무슨 효과가 있다는 걸까 의심반반이였습니다 여기 후기를 거의 보니 좋은 내용이 많더라구요 물건살때 성능 하나하나 다 보는 저는...한달을 고민끝에 구매하기로 결정했습니다 거실1, 안방1 놔두기로 하고 1 1을 구매했습니다 박스도 사이즈에 딱 맞는 사이즈이구요 화이트 색상이 제 맘에 들었습니다 사이즈가 작아서 제 기능을 할지 의심이 또 생겼습니다 안방에 먼저 놔두고 성능 테스트를 해보았어요 사용후 1일차입니다 원래 전 침실에 있으면 침구가 알러지제품인데도 재채기 한번 이상은 하는 편인데 설치후 한번도 한 적이 없구요 아이는 저보다 더 많이 재채기 하는데 침실에서는 한번도 안하고 거실엔 아직 설치 안했는데 거실에서만 재채기 합니다 5일차입니다 안방생활에 괜찮아서 이제 거실에도 설치를 해볼려고 합니다 사이즈가 작은게 장점같아요 집에서 인테리어 크게 헤치지 않은 것 같아요 공기살균이라 우리 눈에 보이지 않는 유해물질을 제고해주는게 제일 좋네요 공기중 곰팡이, 박테리아, 바이러스가 다 잡아준다니 솔깃합니다 요즘 전기세도 올라서 전기사용하기 무서워요 전기 소모도 작다고 해서 부담없이 사용 할 수 있을 것 같습니다 가습기와 사용할때 같이 놔두면 안된다고 해서 공기청정기는 침대 협탁에 설치했구요 가습기는 반대방향에 설치했습니다 잘사용하고 있습니다 가습기는 하루종일 틀지 않아서 잘때만 꺼두고 공기청정기만 집에 사람 있을때만 계속 켜두고 있어요 소음은 4단계 빼고는 신경안쓰이네요 4단계는 위이잉 거리고 거의 2단계까지만 사용하고 있습니다 전 예민한 편이라 2단계도 기계소리가 조금씩 들리는데 엄청 신경쓰이는 정도는 아니고 백색소음 수준인것 같아요 그냥 잠들었네요 저희집은 들어오면 뭔가의 꿈꿈한 냄새가 납니다 곰팡이와 하수구 냄새 같아요 하수구 냄새가 올라오면서 곰팡이도 같이 생기는 것 같습니다 매주 청소를 하지만 그 냄새를 잡을 수가 없네요 방은 좋아졌는데 거실도 이번에 도전 ?! 합니다 무필터 공기청정기로 비염과의 전쟁에서 이겨보겠습니다!!!! 단점은 굳이 찾아보라면 코드도 이왕이면 같이 분리식으로 왔으면 좋겠어요 선만 오니 바로 사용 못하시는 분도 계실 것 같네요 그리고 이왕이면 기계에서 측정까지 해주면 좋겠습니다 어느정도 공기가 좋아지는지를 수치로 보면 좋겠는데 그건 따로 사야겠어요 결론은 일주일 지켜본 저는 만족합니다 기간은 1년이지만 오래오래 사용할 수 있기를 바라며 소중하게 다뤄볼께요 우리 가족 건강위해 오늘도 공부합니다!!!!파이팅 더보기 동영상컨텐츠 사진 비디오 수 10 이미지 펼쳐보기 1",공기청정기,5.0,좋음
"판매자  . 신고 안녕하세요, 고객님! 진정성 있는 후기감사드리며 쉴드 미니 블랙 보내드리겟습니다 저희 제품이 고객님의 가정에서 쾌적한 환경을 조성하는데 도움이 되어 기쁩니다. 고객님의 후기를 통해 쉴드 제품의 소음이 매우 낮은 장점. 높은 모드에서도 조용하게 작동한다는 것은 가정에서 편안한 환경을 제공하는데 큰 도움이 되기위해 만들어 습니다. 고객님의 소중한 후기와 공유해 주신 경험에 대해 저희는 무척 기뻐하며, 쉴드 제품이 오랜 기간 동안 신뢰할 수 있게 사용되길 바랍니다. 쉴드 제품을 통해 더욱 쾌적한 환경을 유지하실 수 있도록 도움을 드릴 수 있으니, 언제든지 궁금한 점이나 도움이 필요한 사항이 있으면 연락 주십시오. 감사합니다! 쉴드 제품의 성능은, 첫 번째로, 미세먼지와 비염으로 고통받던 고객님, 쉴드 미니 제품을 를 사용하면서 더 편안한 숨쉬기를 경험하셨다는 것은 저희 제품의 효과를 잘 보여주는 것 같습니다. 미세먼지와 알레르기가 있는 환경에서는 공기살균기가 큰 도움이 될 수 있습니다. 두 번째로, 제품의 조용한 작동 소음과 소형 디자인이 공간에 불편함 없이 적절하게 어울려서 만족스러워하시는 것을 듣고 기쁩니다. 효율적인 성능과 편리한 사용성이 고객님의 일상을 개선해줄 수 있도록 고려된 것이 저희 목표입니다. 고객님의 긍정적인 리뷰와 추천은 저희에게 큰 동기부여가 되며, 고객님의 만족도를 높이는 데 일조하고 있습니다. 언제든지 궁금한 점이나 도움이 필요한 경우에는 연락 주세요. 감사합니다! 알레르기와 관련하여 어려운 상황을 극복하고 건강한 환경을 만들기 위해 노력하시는 여러분의 노력을 응원합니다. 계속해서 제품을 활용하며 편안하고 건강한 생활을 즐기시길 바랍니다. 언제든지 도움이 필요하시면 연락해주세요. 여러분의 건강과 행복을 응원합니다! 더보기",공기청정기,,나쁨
"리뷰 더보기 접기 평점 5  . 신고 1 1 행사제품 쉴드 화이트 유선상품 쉴드 화이트 유선상품 색상 1 1 화이트 화이트 유선전용 주거형태30평대영유아 가정 스토어 저희가족은요..... 아빠빼고 여자셋이 비염이에요.. 전 비염도 모자라 부비동염을 달고 살고 집이30년 넘은 오래된 아파트여서 더욱 먼지가 심해요. 특히 묵은 먼지가 많아요. 작년에 막내가 태어나고 공기청정기도 새로구입하고 가습기도 좋다는걸로 바꾸고 노력을 많이했는데 1년이지난지금 닮지말아야할걸 닮아버려서 집에 우풍도있고 찬바람쐬면 콧물이줄줄 비염은 환경이 젤 중요한것같아요 ! 아무리 쓸고 닦아도 묵은먼지, 공기질 까지는 해결이 어렵네요. 이상품을 진작 알았으면 막내 신생아때부터 썼을텐데요.. 정보가부족했음을 자책하며 이번에 막내가 폐렴앓고 같은 병실쓰는 애기엄마한테 추천받아서 여기저기 가격비교해보며 고심하다 샀어요.. 역시 후기는 거짓말하지않음을 느끼네요. 게다가 원뿔원에 혜택도 많아서 넘나 감사요 일단 설치하고 틀어놓은지 반나절인데 느껴지는 공기가 쾌청해요 !!!!! 첨엔 크기보고 재기능이나할까 싶었는데 집에 먼지가 많다보니 차이가 확 나는것같아요 기분탓인지 콧물도 덜나는것같고 기분좋아서 언능 리뷰쓰러달려옴 아기 키우는 집이라 소음도 중요한데 가열식가습기 소음의 10분의1쯤 되는듯 합니다. 그만큼 조용해요 오히려 백색소음 효과 집중해서 듣지않음 안들리네요 앞으로 한달간 써보고 후기 또 남기러 와야겠슴다 일단은 만족합니다 더더 흥하세요 아 그런데 거치대는 따로 안파시나요 혹시 떨어질까 살짝 겁이나는데 의외로 튼튼하네요 무게도 400그람이라 크게 걱정하지않아도 될것같아요!!! 그래도 전용 거치대있으면 안정감있게 쓸수있을것같아요!!!! 더보기 동영상컨텐츠 사진 비디오 수 2 이미지 펼쳐보기 2",공기청정기,5.0,좋음
"판매자  . 신고 안녕하세요, 고객님! 진정성 있는 허기 감사드리며 쉴드 미니 블랙 보내드리겟습니다 저희 제품이 고객님의 가정에서 쾌적한 환경을 조성하는데 도움이 되어 기쁩니다. 고객님의 후기를 통해 쉴드 제품의 소음이 매우 낮은 장점. 높은 모드에서도 조용하게 작동한다는 것은 가정에서 편안한 환경을 제공하는데 큰 도움이 되기위해 만들어 습니다. 고객님의 소중한 후기와 공유해 주신 경험에 대해 저희는 무척 기뻐하며, 쉴드 제품이 오랜 기간 동안 신뢰할 수 있게 사용되길 바랍니다. 쉴드 제품을 통해 더욱 쾌적한 환경을 유지하실 수 있도록 도움을 드릴 수 있으니, 언제든지 궁금한 점이나 도움이 필요한 사항이 있으면 연락 주십시오. 감사합니다! 쉴드 제품의 성능은, 첫 번째로, 미세먼지와 비염으로 고통받던 고객님, 쉴드 미니 제품을 를 사용하면서 더 편안한 숨쉬기를 경험하셨다는 것은 저희 제품의 효과를 잘 보여주는 것 같습니다. 미세먼지와 알레르기가 있는 환경에서는 공기살균기가 큰 도움이 될 수 있습니다. 두 번째로, 제품의 조용한 작동 소음과 소형 디자인이 공간에 불편함 없이 적절하게 어울려서 만족스러워하시는 것을 듣고 기쁩니다. 효율적인 성능과 편리한 사용성이 고객님의 일상을 개선해줄 수 있도록 고려된 것이 저희 목표입니다. 고객님의 긍정적인 리뷰와 추천은 저희에게 큰 동기부여가 되며, 고객님의 만족도를 높이는 데 일조하고 있습니다. 언제든지 궁금한 점이나 도움이 필요한 경우에는 연락 주세요. 감사합니다! 알레르기와 관련하여 어려운 상황을 극복하고 건강한 환경을 만들기 위해 노력하시는 여러분의 노력을 응원합니다. 계속해서 제품을 활용하며 편안하고 건강한 생활을 즐기시길 바랍니다. 언제든지 도움이 필요하시면 연락해주세요. 여러분의 건강과 행복을 응원합니다! 더보기",공기청정기,,나쁨
"리뷰 더보기 접기 평점 5  . 신고 1 1 행사제품 쉴드 화이트 유선상품 쉴드 화이트 유선상품 색상 1 1 화이트 화이트 유선전용 주거형태20평대영유아 가정 알레르기성 비염과 천식이 있는 1인입니다. 집먼지 진드기나, 강아지나 고양이 알레르기가 있어요. 그래서 그런지 기관지도 약하고 감기가 오면 항상 목으로 자주 오는편입니다. 그래서 공기 청정기를 항상 24시간 돌렸지만 청정기를 관리하기도 힘들고 비염과 천식, 기관지 감기 등에 도움이 되는지 잘 모르겠더라구요. 우연히 공기 살균기라는게 있다고 알게되었고 그 후로 약 한달을 케이프로젝트의 쉴드를 살까말까 고민했습니다 초딩 딸이 몇달을 졸라서 어쩔 수 없이 새끼 길냥이를 구조해서 키우기 시작했는데... 아니나 다를까 콧물 눈물 줄줄이어서 도무지 안되겠다 싶어 1 1으로 두개 질렀습니다!! 하...!! 진작 살걸...!! 비염인 여러분. 당장 사세요. 얼른 사세요 저처럼 고민하다가 몇달을 고생하지마시고 얼른 구매하세요!! 진짜 너무 신통방통합니다! 고양이 때문에 알레르기 반응 안오게 하려고 약먹고 청소하고 냥빨래하고 드라이 샴푸로 하루에 한번씩 씻기고 환기하고 별짓을 다해도 집에만 오면 30분도 안돼서 코가 간질간질, 나중엔 콧물 줄줄 난리였는데 쉴드 설치하고 제일 센 4단계로 틀었는데 지금 1시간째 집에 있는데도 콧물은 커녕 코 간지러운것도 없습니다!!! 진짜 신기하네요!! 비염인 분들 천식있으신분들에게 꼭 추천합니다! 사용후기는 이정도로 하고 제품에 대해서 설명드릴게요. 크기등의 외관과 구성품등의 설명은 사진과 함께 덧붙였습니다. 성능도 좋고 소음은 4단계로 했을시엔 조금 신경쓰인다 정도입니다. 1단부터 3단은 크게 신경쓰이지 않아요. 4단도 공기청정기 사용하는것과 비슷한정도이며 완전 무소음은 아닙니다 단점 기능이나 기기자체에 대한 단점은 아직 없습니다 다만 사용 설명서가 설명이 부족해요. 전원이 들어온 후 1회씩 터치하여 팬의 강도를 먼저 조정해주세요 1단계 블루, 2단 그린, 3단 민트, 4단 핑크입니다. 그 후에 3초이상 꾹 누르시면 저처럼 유선 모드 구매하신 분들은 처음은 오토모드 주변 밝기에 따라 밝기 자동 조절 그다음 3초 꾹 누르면 수면모드 꺼진체 작동 인것 같네요. 예시엔 디밍 모드 배터리 모드등이 써있지만 이건 잘 모르겠어요. 수면모드가 단계별 꺼짐 활성화라고만 되어 있어서 무슨말인가 했는데 가 꺼지는거더라구요. 그래서 앞선 순서에서 말씀드렸듯이 팬강도 부터 조절하고 그다음 모드 선택을 진행하시면 됩니다. 모드를 수면모드 먼저 선택하고 했더니 팬강도 색이 나오질 않아서 몇단계인지 모르겠더라구요 그래서 첨엔 이게 뭔가...이건 무슨 모드인건가 했습니다. 설명만 들으면 사용 방법이 어려운거 같지만 설명서 상의 설명이 부족한거지 사용 방법은 아주아주 쉬우니 걱정하실 필요 없습니다. 한번만 해보면 바로 이해되십니다. 그 이외의 단점 한개도 없습니다. 무엇보다 가격!!! 다른 공기 살균기보다 훨씬 저렴합니다 가성비 짱! 백단위 넘어가는거 사실 필요 없습니다. 그냥 이거 사세욬 마지막으로 상품 페이지에도 설명서에도 나와 있지않아 본사에 문의한 결과 쉴드 한대로 15평 정도 커버 된다고 합니다. 참고하세요 더보기 동영상컨텐츠 사진 비디오 수 9 이미지 펼쳐보기 1",공기청정기,5.0,좋음
"판매자  . 신고 안녕하세요, 고객님! 진정성 있는 후기 감사합니다. 베스트선정 쉴드미니 블랙 발송 드리겠습니다 저희 제품이 고객님의 가정에서 쾌적한 환경을 조성하는데 도움이 되어 기쁩니다. 고객님의 후기를 통해 쉴드 제품의 소음이 매우 낮은 장점. 높은 모드에서도 조용하게 작동한다는 것은 가정에서 편안한 환경을 제공하는데 큰 도움이 되기위해 만들어 습니다. 고객님의 소중한 후기와 공유해 주신 경험에 대해 저희는 무척 기뻐하며, 쉴드 제품이 오랜 기간 동안 신뢰할 수 있게 사용되길 바랍니다. 쉴드 제품을 통해 더욱 쾌적한 환경을 유지하실 수 있도록 도움을 드릴 수 있으니, 언제든지 궁금한 점이나 도움이 필요한 사항이 있으면 연락 주십시오. 감사합니다! 쉴드 제품의 성능은, 첫 번째로, 미세먼지와 비염으로 고통받던 고객님, 쉴드 미니 제품을 를 사용하면서 더 편안한 숨쉬기를 경험하셨다는 것은 저희 제품의 효과를 잘 보여주는 것 같습니다. 미세먼지와 알레르기가 있는 환경에서는 공기살균기가 큰 도움이 될 수 있습니다. 두 번째로, 제품의 조용한 작동 소음과 소형 디자인이 공간에 불편함 없이 적절하게 어울려서 만족스러워하시는 것을 듣고 기쁩니다. 효율적인 성능과 편리한 사용성이 고객님의 일상을 개선해줄 수 있도록 고려된 것이 저희 목표입니다. 고객님의 긍정적인 리뷰와 추천은 저희에게 큰 동기부여가 되며, 고객님의 만족도를 높이는 데 일조하고 있습니다. 언제든지 궁금한 점이나 도움이 필요한 경우에는 연락 주세요. 감사합니다! 알레르기와 관련하여 어려운 상황을 극복하고 건강한 환경을 만들기 위해 노력하시는 여러분의 노력을 응원합니다. 계속해서 제품을 활용하며 편안하고 건강한 생활을 즐기시길 바랍니다. 언제든지 도움이 필요하시면 연락해주세요. 여러분의 건강과 행복을 응원합니다! 더보기",공기청정기,,나쁨
